ProductionKey,ProductionRecordID,ProductionDateKey,ProductKey,Factory,ProductionLine,Shift,PlannedQuantity,ActualQuantity,DefectQuantity,YieldRate,WorkHours,DowntimeMinutes
1451,MFG-01451,20260318,10,本社工場,ライン-C,夜勤,1000,870,130,0.8703,10.7,6
1452,MFG-01452,20251001,14,九州工場,ライン-A,日勤,20,19,1,0.985,7.6,6
1453,MFG-01453,20250410,2,第二工場,ライン-E,夜勤,100,98,2,0.9809,4.5,100
1454,MFG-01454,20260110,2,九州工場,ライン-E,日勤,50,49,1,0.9919,10.0,10
1455,MFG-01455,20251024,1,第二工場,ライン-E,日勤,500,486,14,0.9733,10.8,9
1456,MFG-01456,20260326,16,第二工場,ライン-B,夜勤,1000,955,45,0.9553,6.9,8
1457,MFG-01457,20250107,10,本社工場,ライン-C,夜勤,100,96,4,0.9681,9.5,8
1458,MFG-01458,20250108,19,第二工場,ライン-C,日勤,200,198,2,0.9926,8.7,8
1459,MFG-01459,20250124,5,本社工場,ライン-D,日勤,500,478,22,0.9571,11.0,3
1460,MFG-01460,20250216,12,九州工場,ライン-E,日勤,5,4,1,0.9508,5.5,0
1461,MFG-01461,20250427,4,九州工場,ライン-E,夜勤,500,487,13,0.9756,7.7,1
1462,MFG-01462,20251203,10,九州工場,ライン-A,夜勤,500,491,9,0.983,9.8,8
1463,MFG-01463,20250925,5,第二工場,ライン-E,夜勤,500,481,19,0.9633,8.6,10
1464,MFG-01464,20260128,8,第二工場,ライン-B,日勤,500,488,12,0.9763,9.7,2
1465,MFG-01465,20250824,14,第二工場,ライン-D,日勤,50,47,3,0.9501,7.2,3
1466,MFG-01466,20251203,3,本社工場,ライン-C,日勤,200,192,8,0.9642,5.2,5
1467,MFG-01467,20260225,11,第二工場,ライン-E,夜勤,200,190,10,0.9511,7.4,2
1468,MFG-01468,20250824,5,九州工場,ライン-B,夜勤,100,99,1,0.9954,4.2,2
1469,MFG-01469,20250427,16,本社工場,ライン-E,日勤,500,498,2,0.997,6.5,8
1470,MFG-01470,20251118,15,九州工場,ライン-A,夜勤,500,488,12,0.9779,9.6,128
1471,MFG-01471,20250804,16,第二工場,ライン-C,日勤,200,197,3,0.9893,10.9,10
1472,MFG-01472,20250121,15,第二工場,ライン-B,日勤,200,194,6,0.9737,4.5,5
1473,MFG-01473,20250919,20,本社工場,ライン-D,夜勤,500,481,19,0.9627,8.1,8
1474,MFG-01474,20250112,5,九州工場,ライン-A,夜勤,200,195,5,0.9785,9.5,10
1475,MFG-01475,20260207,20,九州工場,ライン-A,夜勤,500,494,6,0.9887,4.8,10
1476,MFG-01476,20260209,18,九州工場,ライン-E,夜勤,500,477,23,0.9547,10.1,0
1477,MFG-01477,20251129,16,第二工場,ライン-A,夜勤,500,489,11,0.9786,11.0,165
1478,MFG-01478,20250309,8,本社工場,ライン-D,日勤,200,192,8,0.9611,6.2,10
1479,MFG-01479,20260311,14,九州工場,ライン-C,夜勤,5,4,1,0.9702,6.6,6
1480,MFG-01480,20260318,17,本社工場,ライン-B,夜勤,200,197,3,0.9884,7.5,2
1481,MFG-01481,20260307,7,第二工場,ライン-A,夜勤,5,4,1,0.9653,9.4,47
1482,MFG-01482,20251126,3,第二工場,ライン-E,日勤,200,192,8,0.9634,4.4,8
1483,MFG-01483,20251003,7,本社工場,ライン-A,夜勤,20,19,1,0.9813,9.6,3
1484,MFG-01484,20251128,11,本社工場,ライン-A,夜勤,200,193,7,0.9656,10.0,8
1485,MFG-01485,20251105,3,九州工場,ライン-A,夜勤,500,485,15,0.9714,4.4,3
1486,MFG-01486,20251124,10,第二工場,ライン-C,夜勤,200,199,1,0.9969,8.6,3
1487,MFG-01487,20260224,14,第二工場,ライン-D,日勤,5,4,1,0.9653,5.7,10
1488,MFG-01488,20250417,4,九州工場,ライン-C,夜勤,200,191,9,0.9577,11.3,10
1489,MFG-01489,20250813,8,九州工場,ライン-A,夜勤,1000,960,40,0.96,4.3,1
1490,MFG-01490,20250619,18,九州工場,ライン-C,夜勤,200,192,8,0.9609,5.4,110
1491,MFG-01491,20250205,18,九州工場,ライン-C,夜勤,200,197,3,0.9883,4.2,3
1492,MFG-01492,20250603,10,第二工場,ライン-D,夜勤,200,193,7,0.9666,9.1,4
1493,MFG-01493,20251129,3,第二工場,ライン-D,日勤,200,193,7,0.9662,11.6,1
1494,MFG-01494,20250920,4,九州工場,ライン-D,日勤,200,198,2,0.9928,4.8,4
1495,MFG-01495,20260305,9,第二工場,ライン-D,日勤,500,488,12,0.977,9.6,4
1496,MFG-01496,20250114,5,九州工場,ライン-E,日勤,200,196,4,0.9806,5.9,0
1497,MFG-01497,20260220,5,九州工場,ライン-D,夜勤,1000,977,23,0.9776,9.2,2
1498,MFG-01498,20250301,18,第二工場,ライン-B,夜勤,200,197,3,0.9858,11.9,1
1499,MFG-01499,20250101,5,九州工場,ライン-C,夜勤,1000,988,12,0.9889,11.4,2
1500,MFG-01500,20250310,8,九州工場,ライン-C,日勤,50,49,1,0.9848,11.8,6
1501,MFG-01501,20250907,12,九州工場,ライン-E,日勤,20,19,1,0.9657,9.1,6
1502,MFG-01502,20250303,9,本社工場,ライン-C,日勤,100,96,4,0.9668,7.7,5
1503,MFG-01503,20250811,10,第二工場,ライン-B,日勤,100,97,3,0.9735,5.0,9
1504,MFG-01504,20251027,12,九州工場,ライン-D,夜勤,20,19,1,0.9733,7.5,4
1505,MFG-01505,20260220,3,九州工場,ライン-C,日勤,50,49,1,0.9965,11.4,0
1506,MFG-01506,20250402,11,本社工場,ライン-C,日勤,500,481,19,0.963,6.3,8
1507,MFG-01507,20250724,16,本社工場,ライン-B,日勤,200,197,3,0.9862,11.7,107
1508,MFG-01508,20250522,13,第二工場,ライン-A,夜勤,20,19,1,0.9545,6.1,7
1509,MFG-01509,20250927,17,九州工場,ライン-D,夜勤,100,98,2,0.983,6.3,4
1510,MFG-01510,20250505,15,九州工場,ライン-D,夜勤,200,190,10,0.9525,8.2,0
1511,MFG-01511,20250131,4,第二工場,ライン-E,日勤,50,47,3,0.954,4.7,73
1512,MFG-01512,20250810,16,第二工場,ライン-E,日勤,200,190,10,0.9507,10.4,131
1513,MFG-01513,20250219,2,九州工場,ライン-E,夜勤,200,192,8,0.9645,6.6,0
1514,MFG-01514,20250728,18,本社工場,ライン-A,夜勤,500,480,20,0.9617,10.5,82
1515,MFG-01515,20250402,7,第二工場,ライン-A,日勤,5,4,1,0.9741,11.0,5
1516,MFG-01516,20251223,1,本社工場,ライン-C,日勤,100,96,4,0.9639,5.2,7
1517,MFG-01517,20250119,4,本社工場,ライン-C,夜勤,100,95,5,0.9568,4.8,6
1518,MFG-01518,20250508,7,本社工場,ライン-E,日勤,5,4,1,0.8987,5.9,2
1519,MFG-01519,20250405,6,第二工場,ライン-A,夜勤,5,4,1,0.9855,10.1,1
1520,MFG-01520,20260124,7,九州工場,ライン-C,夜勤,10,9,1,0.9808,6.9,1
1521,MFG-01521,20260212,7,本社工場,ライン-B,夜勤,20,19,1,0.966,5.7,6
1522,MFG-01522,20250602,10,第二工場,ライン-E,夜勤,500,489,11,0.978,7.4,2
1523,MFG-01523,20260117,2,第二工場,ライン-E,日勤,200,196,4,0.9822,9.0,3
1524,MFG-01524,20250522,19,九州工場,ライン-E,夜勤,100,96,4,0.9611,7.2,5
1525,MFG-01525,20251219,6,第二工場,ライン-D,夜勤,10,9,1,0.9734,11.2,5
1526,MFG-01526,20260208,8,本社工場,ライン-E,夜勤,200,194,6,0.9727,11.9,6
1527,MFG-01527,20260311,19,本社工場,ライン-C,夜勤,500,497,3,0.9956,11.4,5
1528,MFG-01528,20251208,8,本社工場,ライン-C,夜勤,100,98,2,0.9868,8.4,3
1529,MFG-01529,20250320,10,九州工場,ライン-B,夜勤,200,192,8,0.9643,6.7,179
1530,MFG-01530,20250823,14,九州工場,ライン-B,日勤,5,4,1,0.9697,6.6,3
1531,MFG-01531,20251209,19,第二工場,ライン-A,日勤,200,192,8,0.9642,7.8,9
1532,MFG-01532,20251108,18,第二工場,ライン-A,日勤,200,199,1,0.9954,4.7,8
1533,MFG-01533,20251202,7,本社工場,ライン-D,日勤,10,9,1,0.9563,4.5,0
1534,MFG-01534,20250218,9,九州工場,ライン-E,夜勤,500,496,4,0.9934,4.2,6
1535,MFG-01535,20260110,9,本社工場,ライン-E,日勤,100,96,4,0.9637,10.3,4
1536,MFG-01536,20260205,15,本社工場,ライン-D,夜勤,200,197,3,0.9859,11.9,6
1537,MFG-01537,20260308,10,第二工場,ライン-C,日勤,1000,955,45,0.9552,5.1,9
1538,MFG-01538,20251119,10,本社工場,ライン-A,夜勤,500,495,5,0.9906,4.6,2
1539,MFG-01539,20251125,14,九州工場,ライン-D,夜勤,5,4,1,0.9975,4.2,8
1540,MFG-01540,20250425,7,本社工場,ライン-C,日勤,50,48,2,0.9668,10.2,117
1541,MFG-01541,20260202,8,九州工場,ライン-E,夜勤,500,431,69,0.8632,5.6,4
1542,MFG-01542,20250421,16,第二工場,ライン-D,日勤,1000,988,12,0.9881,6.3,8
1543,MFG-01543,20260213,9,九州工場,ライン-A,日勤,1000,973,27,0.9737,5.7,79
1544,MFG-01544,20251006,3,第二工場,ライン-A,日勤,1000,984,16,0.9841,9.3,21
1545,MFG-01545,20250125,10,本社工場,ライン-B,日勤,200,194,6,0.97,7.3,8
1546,MFG-01546,20250117,3,九州工場,ライン-E,日勤,100,99,1,0.9958,10.2,5
1547,MFG-01547,20250604,18,本社工場,ライン-C,日勤,100,97,3,0.9704,9.6,10
1548,MFG-01548,20250219,16,本社工場,ライン-E,日勤,1000,953,47,0.9538,10.3,37
1549,MFG-01549,20260209,16,本社工場,ライン-A,日勤,500,491,9,0.9827,11.4,2
1550,MFG-01550,20250605,15,本社工場,ライン-A,日勤,100,99,1,0.9903,7.7,5
1551,MFG-01551,20250311,16,九州工場,ライン-A,日勤,1000,974,26,0.9745,7.9,6
1552,MFG-01552,20250407,20,本社工場,ライン-A,日勤,50,48,2,0.9645,11.8,6
1553,MFG-01553,20250304,19,本社工場,ライン-C,日勤,200,192,8,0.9636,4.4,1
1554,MFG-01554,20250621,7,本社工場,ライン-C,夜勤,10,9,1,0.9686,7.3,5
1555,MFG-01555,20250622,6,本社工場,ライン-C,夜勤,20,16,4,0.8449,6.3,1
1556,MFG-01556,20251229,15,九州工場,ライン-E,夜勤,200,193,7,0.9672,7.1,9
1557,MFG-01557,20251103,8,本社工場,ライン-A,夜勤,100,98,2,0.9836,6.7,10
1558,MFG-01558,20250725,7,第二工場,ライン-C,夜勤,20,19,1,0.9806,4.7,6
1559,MFG-01559,20250310,12,第二工場,ライン-D,日勤,20,19,1,0.9818,4.7,10
1560,MFG-01560,20250521,4,本社工場,ライン-B,夜勤,200,194,6,0.9702,5.4,146
1561,MFG-01561,20250816,4,本社工場,ライン-A,夜勤,200,196,4,0.9823,11.9,1
1562,MFG-01562,20250906,5,本社工場,ライン-E,日勤,200,194,6,0.9741,4.9,10
1563,MFG-01563,20250324,5,本社工場,ライン-B,日勤,100,96,4,0.9636,8.3,2
1564,MFG-01564,20250927,7,九州工場,ライン-C,夜勤,5,4,1,0.8627,6.1,1
1565,MFG-01565,20250427,12,九州工場,ライン-A,日勤,10,8,2,0.8779,10.2,7
1566,MFG-01566,20250316,6,九州工場,ライン-E,日勤,5,4,1,0.9639,9.1,5
1567,MFG-01567,20250908,18,九州工場,ライン-A,夜勤,200,177,23,0.889,4.1,91
1568,MFG-01568,20250222,20,九州工場,ライン-C,夜勤,100,96,4,0.966,10.1,8
1569,MFG-01569,20260125,4,第二工場,ライン-C,夜勤,200,192,8,0.9638,11.1,0
1570,MFG-01570,20250331,3,九州工場,ライン-E,日勤,50,48,2,0.9665,11.9,0
1571,MFG-01571,20251211,8,九州工場,ライン-D,日勤,500,494,6,0.9895,9.0,7
1572,MFG-01572,20250509,8,九州工場,ライン-D,日勤,100,96,4,0.9655,6.8,5
1573,MFG-01573,20251031,19,九州工場,ライン-C,日勤,200,195,5,0.9776,9.9,9
1574,MFG-01574,20250809,19,九州工場,ライン-A,夜勤,200,195,5,0.9792,8.3,32
1575,MFG-01575,20260108,2,第二工場,ライン-D,夜勤,200,197,3,0.9863,7.0,1
1576,MFG-01576,20250724,11,第二工場,ライン-B,夜勤,50,49,1,0.9819,4.6,8
1577,MFG-01577,20250130,5,本社工場,ライン-C,日勤,200,196,4,0.9847,8.9,9
1578,MFG-01578,20260311,13,第二工場,ライン-C,夜勤,20,19,1,0.9587,10.4,8
1579,MFG-01579,20250525,6,九州工場,ライン-B,日勤,5,4,1,0.9502,4.3,47
1580,MFG-01580,20250607,4,第二工場,ライン-C,日勤,1000,955,45,0.9552,8.3,4
1581,MFG-01581,20260310,19,第二工場,ライン-A,日勤,500,484,16,0.9682,5.3,7
1582,MFG-01582,20250201,8,本社工場,ライン-B,日勤,200,195,5,0.9788,6.9,1
1583,MFG-01583,20250614,18,九州工場,ライン-B,夜勤,100,99,1,0.9938,5.1,2
1584,MFG-01584,20260328,20,本社工場,ライン-E,夜勤,100,99,1,0.9957,8.8,0
1585,MFG-01585,20250604,3,第二工場,ライン-D,日勤,1000,961,39,0.9616,5.4,9
1586,MFG-01586,20250418,16,第二工場,ライン-A,日勤,1000,986,14,0.9861,11.8,3
1587,MFG-01587,20251028,6,本社工場,ライン-E,夜勤,50,47,3,0.9589,4.4,164
1588,MFG-01588,20250125,4,本社工場,ライン-E,日勤,100,97,3,0.9735,7.9,0
1589,MFG-01589,20250130,1,九州工場,ライン-B,夜勤,200,191,9,0.9588,6.7,10
1590,MFG-01590,20250524,16,九州工場,ライン-A,夜勤,200,190,10,0.9501,7.6,2
1591,MFG-01591,20250427,1,第二工場,ライン-C,日勤,100,99,1,0.9962,9.2,8
1592,MFG-01592,20260129,3,第二工場,ライン-C,夜勤,100,99,1,0.9902,7.6,1
1593,MFG-01593,20251111,10,本社工場,ライン-C,日勤,1000,996,4,0.9968,7.4,6
1594,MFG-01594,20250624,2,本社工場,ライン-C,夜勤,200,190,10,0.9532,4.2,8
1595,MFG-01595,20250214,11,九州工場,ライン-D,日勤,200,196,4,0.9846,4.5,1
1596,MFG-01596,20251212,4,第二工場,ライン-D,夜勤,50,48,2,0.9729,7.4,2
1597,MFG-01597,20250319,7,本社工場,ライン-D,夜勤,5,4,1,0.9893,8.1,8
1598,MFG-01598,20250708,14,第二工場,ライン-B,日勤,20,19,1,0.9592,4.3,3
1599,MFG-01599,20250821,11,九州工場,ライン-B,日勤,500,476,24,0.9535,5.1,9
1600,MFG-01600,20251204,17,第二工場,ライン-D,日勤,100,99,1,0.9963,9.7,10
1601,MFG-01601,20251011,7,第二工場,ライン-D,夜勤,20,19,1,0.9601,8.2,40
1602,MFG-01602,20260203,9,第二工場,ライン-A,夜勤,100,96,4,0.9641,7.4,3
1603,MFG-01603,20260323,12,本社工場,ライン-A,夜勤,5,4,1,0.9606,10.5,5
1604,MFG-01604,20251211,13,第二工場,ライン-C,夜勤,5,4,1,0.9641,7.4,9
1605,MFG-01605,20250528,12,本社工場,ライン-A,夜勤,5,4,1,0.812,5.0,5
1606,MFG-01606,20250716,18,本社工場,ライン-C,日勤,500,485,15,0.9702,5.0,6
1607,MFG-01607,20251231,16,九州工場,ライン-B,日勤,500,489,11,0.9795,8.7,10
1608,MFG-01608,20260326,9,本社工場,ライン-B,日勤,200,198,2,0.9917,9.3,2
1609,MFG-01609,20250317,7,第二工場,ライン-C,夜勤,20,19,1,0.9836,9.8,103
1610,MFG-01610,20250910,19,本社工場,ライン-D,夜勤,100,98,2,0.9835,4.4,73
1611,MFG-01611,20251129,20,本社工場,ライン-E,日勤,100,99,1,0.9904,11.5,3
1612,MFG-01612,20250409,15,九州工場,ライン-B,日勤,1000,962,38,0.9629,4.5,7
1613,MFG-01613,20250724,15,第二工場,ライン-A,日勤,200,191,9,0.9567,10.9,8
1614,MFG-01614,20250807,7,本社工場,ライン-A,日勤,20,19,1,0.9513,11.6,147
1615,MFG-01615,20250530,17,本社工場,ライン-C,夜勤,500,495,5,0.9917,5.6,3
1616,MFG-01616,20250805,15,第二工場,ライン-E,日勤,1000,995,5,0.995,9.5,7
1617,MFG-01617,20260106,3,第二工場,ライン-B,日勤,500,481,19,0.9622,11.3,9
1618,MFG-01618,20250310,1,第二工場,ライン-E,夜勤,100,95,5,0.9525,10.9,9
1619,MFG-01619,20250709,3,本社工場,ライン-E,夜勤,50,49,1,0.9927,4.0,5
1620,MFG-01620,20250530,13,第二工場,ライン-A,夜勤,10,9,1,0.984,4.5,3
1621,MFG-01621,20250926,17,九州工場,ライン-E,日勤,100,95,5,0.9529,4.5,5
1622,MFG-01622,20250727,13,第二工場,ライン-E,日勤,20,19,1,0.9804,4.8,3
1623,MFG-01623,20250902,10,第二工場,ライン-D,夜勤,200,195,5,0.98,4.1,8
1624,MFG-01624,20250612,13,第二工場,ライン-C,日勤,20,19,1,0.9517,11.7,2
1625,MFG-01625,20260331,15,第二工場,ライン-A,日勤,200,190,10,0.9545,6.9,6
1626,MFG-01626,20260214,17,本社工場,ライン-D,日勤,200,197,3,0.9899,7.5,8
1627,MFG-01627,20250414,7,第二工場,ライン-B,日勤,5,4,1,0.9513,11.8,5
1628,MFG-01628,20250408,9,九州工場,ライン-C,日勤,200,194,6,0.9711,5.2,5
1629,MFG-01629,20250503,8,九州工場,ライン-E,日勤,100,98,2,0.9817,4.8,7
1630,MFG-01630,20250621,18,本社工場,ライン-A,夜勤,200,194,6,0.9704,8.4,3
1631,MFG-01631,20250103,7,本社工場,ライン-A,夜勤,50,48,2,0.973,7.1,10
1632,MFG-01632,20250424,9,本社工場,ライン-C,夜勤,500,478,22,0.9579,5.0,4
1633,MFG-01633,20250807,4,本社工場,ライン-B,夜勤,500,475,25,0.9504,11.3,2
1634,MFG-01634,20260330,1,本社工場,ライン-D,日勤,1000,972,28,0.9725,11.4,1
1635,MFG-01635,20250303,17,本社工場,ライン-C,夜勤,100,98,2,0.9813,11.4,9
1636,MFG-01636,20250201,1,本社工場,ライン-D,日勤,50,49,1,0.9844,6.2,10
1637,MFG-01637,20250529,16,九州工場,ライン-B,日勤,100,99,1,0.9907,9.5,7
1638,MFG-01638,20250218,20,本社工場,ライン-D,夜勤,100,97,3,0.9793,6.8,7
1639,MFG-01639,20250728,10,九州工場,ライン-A,夜勤,200,192,8,0.9638,6.1,108
1640,MFG-01640,20250319,6,本社工場,ライン-C,夜勤,10,9,1,0.98,11.7,1
1641,MFG-01641,20251024,3,本社工場,ライン-C,日勤,200,192,8,0.9637,9.4,1
1642,MFG-01642,20250621,16,本社工場,ライン-E,日勤,1000,985,15,0.9858,4.8,53
1643,MFG-01643,20250803,1,九州工場,ライン-A,日勤,100,97,3,0.9774,5.7,7
1644,MFG-01644,20250622,20,九州工場,ライン-D,日勤,100,97,3,0.974,5.7,1
1645,MFG-01645,20251104,6,第二工場,ライン-A,夜勤,5,4,1,0.9616,11.2,6
1646,MFG-01646,20251121,13,九州工場,ライン-C,日勤,5,4,1,0.9952,11.6,10
1647,MFG-01647,20250728,14,本社工場,ライン-C,日勤,10,9,1,0.9927,11.2,7
1648,MFG-01648,20251209,5,本社工場,ライン-C,日勤,500,492,8,0.9853,9.3,115
1649,MFG-01649,20251207,2,第二工場,ライン-A,夜勤,500,489,11,0.9783,8.5,3
1650,MFG-01650,20260226,5,本社工場,ライン-D,夜勤,1000,952,48,0.9527,9.2,3
1651,MFG-01651,20250613,14,第二工場,ライン-B,日勤,5,4,1,0.9847,8.7,9
1652,MFG-01652,20251029,8,九州工場,ライン-A,夜勤,200,197,3,0.9889,6.5,0
1653,MFG-01653,20250330,17,第二工場,ライン-B,夜勤,50,49,1,0.9953,10.0,0
1654,MFG-01654,20251115,8,第二工場,ライン-A,日勤,200,190,10,0.9542,10.2,8
1655,MFG-01655,20251126,1,本社工場,ライン-E,日勤,1000,970,30,0.9706,4.5,9
1656,MFG-01656,20250605,15,第二工場,ライン-C,日勤,500,480,20,0.9606,11.9,1
1657,MFG-01657,20250119,12,本社工場,ライン-E,日勤,10,9,1,0.9597,7.6,2
1658,MFG-01658,20250218,18,本社工場,ライン-E,夜勤,100,96,4,0.9612,12.0,5
1659,MFG-01659,20251128,1,第二工場,ライン-A,夜勤,200,190,10,0.9547,8.0,2
1660,MFG-01660,20251203,17,本社工場,ライン-E,夜勤,1000,975,25,0.9752,9.3,1
1661,MFG-01661,20260109,13,第二工場,ライン-B,夜勤,5,4,1,0.9709,8.1,0
1662,MFG-01662,20251019,7,九州工場,ライン-D,夜勤,10,9,1,0.9581,8.4,10
1663,MFG-01663,20260101,18,本社工場,ライン-E,夜勤,100,98,2,0.9888,8.5,5
1664,MFG-01664,20250624,20,第二工場,ライン-D,夜勤,100,97,3,0.979,8.0,8
1665,MFG-01665,20260306,7,第二工場,ライン-E,日勤,50,49,1,0.9952,6.3,1
1666,MFG-01666,20260204,13,第二工場,ライン-C,日勤,50,49,1,0.9959,10.9,5
1667,MFG-01667,20260215,3,九州工場,ライン-E,夜勤,50,49,1,0.9969,8.2,107
1668,MFG-01668,20260201,2,九州工場,ライン-A,日勤,100,98,2,0.9807,8.2,7
1669,MFG-01669,20250628,15,九州工場,ライン-A,日勤,200,195,5,0.9783,4.1,2
1670,MFG-01670,20250624,1,九州工場,ライン-A,夜勤,500,395,105,0.7913,8.6,6
1671,MFG-01671,20251205,20,本社工場,ライン-C,日勤,100,96,4,0.9696,5.7,8
1672,MFG-01672,20250109,13,本社工場,ライン-B,日勤,10,9,1,0.9951,10.5,6
1673,MFG-01673,20251130,14,第二工場,ライン-B,夜勤,10,9,1,0.9805,12.0,5
1674,MFG-01674,20250911,3,第二工場,ライン-C,夜勤,1000,967,33,0.9676,7.3,7
1675,MFG-01675,20250511,2,九州工場,ライン-D,夜勤,500,482,18,0.9646,11.5,5
1676,MFG-01676,20260106,3,第二工場,ライン-C,夜勤,500,490,10,0.9818,7.4,8
1677,MFG-01677,20250412,9,本社工場,ライン-E,夜勤,200,196,4,0.9817,11.4,6
1678,MFG-01678,20251119,6,第二工場,ライン-D,日勤,10,9,1,0.965,5.2,7
1679,MFG-01679,20250831,12,第二工場,ライン-E,日勤,50,47,3,0.9576,11.1,9
1680,MFG-01680,20251015,7,第二工場,ライン-C,日勤,20,19,1,0.9831,10.9,21
1681,MFG-01681,20260126,10,本社工場,ライン-C,夜勤,1000,776,224,0.7762,6.2,0
1682,MFG-01682,20250127,15,第二工場,ライン-B,日勤,1000,986,14,0.9864,8.5,7
1683,MFG-01683,20250427,16,九州工場,ライン-B,夜勤,100,96,4,0.9666,9.0,3
1684,MFG-01684,20251015,1,第二工場,ライン-A,日勤,100,95,5,0.9553,4.3,10
1685,MFG-01685,20250103,10,本社工場,ライン-C,日勤,1000,960,40,0.9601,5.8,133
1686,MFG-01686,20251102,9,本社工場,ライン-B,夜勤,200,193,7,0.9659,4.6,1
1687,MFG-01687,20250227,5,九州工場,ライン-B,夜勤,200,198,2,0.9917,7.2,7
1688,MFG-01688,20260223,9,九州工場,ライン-B,夜勤,500,479,21,0.9588,9.3,0
1689,MFG-01689,20250926,12,本社工場,ライン-D,日勤,20,19,1,0.9664,4.6,6
1690,MFG-01690,20250121,20,九州工場,ライン-A,日勤,100,98,2,0.9819,11.4,5
1691,MFG-01691,20250610,8,九州工場,ライン-D,日勤,1000,972,28,0.9727,8.4,7
1692,MFG-01692,20250413,8,第二工場,ライン-D,夜勤,50,49,1,0.9906,9.3,5
1693,MFG-01693,20250805,6,第二工場,ライン-D,日勤,10,9,1,0.9752,8.1,7
1694,MFG-01694,20250720,6,九州工場,ライン-A,日勤,5,4,1,0.9707,4.2,9
1695,MFG-01695,20251103,11,第二工場,ライン-A,夜勤,1000,951,49,0.9516,6.6,9
1696,MFG-01696,20251004,5,九州工場,ライン-B,夜勤,200,190,10,0.9548,5.4,4
1697,MFG-01697,20260205,8,九州工場,ライン-E,日勤,100,99,1,0.9949,9.3,0
1698,MFG-01698,20250316,12,本社工場,ライン-E,夜勤,5,4,1,0.9765,10.3,3
1699,MFG-01699,20250511,5,第二工場,ライン-D,夜勤,200,195,5,0.9791,4.5,4
1700,MFG-01700,20251030,1,九州工場,ライン-C,夜勤,100,99,1,0.9908,5.6,6
1701,MFG-01701,20260329,20,本社工場,ライン-C,日勤,500,495,5,0.9911,9.3,7
1702,MFG-01702,20250302,4,本社工場,ライン-C,夜勤,100,99,1,0.9955,11.5,6
1703,MFG-01703,20260205,11,第二工場,ライン-A,日勤,500,495,5,0.9904,5.1,0
1704,MFG-01704,20260110,17,本社工場,ライン-D,日勤,100,96,4,0.9618,8.5,97
1705,MFG-01705,20250815,7,第二工場,ライン-D,夜勤,5,4,1,0.9747,7.6,179
1706,MFG-01706,20250530,12,九州工場,ライン-E,日勤,5,4,1,0.9653,4.1,0
1707,MFG-01707,20250309,13,本社工場,ライン-E,夜勤,5,4,1,0.9951,9.1,2
1708,MFG-01708,20251101,11,第二工場,ライン-E,夜勤,500,423,77,0.8473,4.4,67
1709,MFG-01709,20250520,14,九州工場,ライン-D,夜勤,5,4,1,0.957,10.3,1
1710,MFG-01710,20250123,3,九州工場,ライン-B,日勤,200,198,2,0.9918,6.5,4
1711,MFG-01711,20250712,2,九州工場,ライン-A,夜勤,100,78,22,0.7853,9.3,3
1712,MFG-01712,20250330,2,九州工場,ライン-E,日勤,500,493,7,0.9861,7.1,10
1713,MFG-01713,20250730,8,本社工場,ライン-D,日勤,200,196,4,0.9827,9.2,3
1714,MFG-01714,20260113,13,本社工場,ライン-E,夜勤,10,9,1,0.9733,7.9,20
1715,MFG-01715,20250701,5,第二工場,ライン-A,日勤,500,496,4,0.9938,7.7,4
1716,MFG-01716,20251015,12,九州工場,ライン-A,夜勤,5,4,1,0.8057,10.1,9
1717,MFG-01717,20260121,3,第二工場,ライン-E,夜勤,200,194,6,0.9702,7.8,5
1718,MFG-01718,20250623,13,九州工場,ライン-A,日勤,10,9,1,0.9714,9.5,10
1719,MFG-01719,20250914,17,本社工場,ライン-D,夜勤,100,95,5,0.9551,9.9,6
1720,MFG-01720,20260202,15,本社工場,ライン-E,日勤,200,194,6,0.972,5.6,8
1721,MFG-01721,20250902,10,本社工場,ライン-A,日勤,100,98,2,0.9844,11.6,1
1722,MFG-01722,20250604,10,第二工場,ライン-D,日勤,200,192,8,0.9605,6.4,1
1723,MFG-01723,20260217,15,本社工場,ライン-D,夜勤,100,96,4,0.968,6.4,9
1724,MFG-01724,20250723,18,本社工場,ライン-D,夜勤,100,78,22,0.7875,6.5,9
1725,MFG-01725,20250718,19,第二工場,ライン-E,日勤,100,98,2,0.9874,5.9,153
1726,MFG-01726,20250423,16,九州工場,ライン-E,日勤,200,198,2,0.9905,10.1,2
1727,MFG-01727,20260118,5,本社工場,ライン-E,日勤,200,193,7,0.9658,5.8,82
1728,MFG-01728,20250126,13,九州工場,ライン-B,日勤,10,9,1,0.9575,7.8,0
1729,MFG-01729,20250214,18,第二工場,ライン-A,夜勤,500,486,14,0.9731,9.4,8
1730,MFG-01730,20251202,9,第二工場,ライン-E,夜勤,200,195,5,0.9788,6.5,2
1731,MFG-01731,20250224,16,本社工場,ライン-A,夜勤,200,193,7,0.9661,7.3,1
1732,MFG-01732,20251011,20,九州工場,ライン-E,日勤,1000,950,50,0.9505,4.6,10
1733,MFG-01733,20260314,11,本社工場,ライン-D,日勤,1000,954,46,0.9545,8.8,5
1734,MFG-01734,20260303,12,本社工場,ライン-D,夜勤,10,9,1,0.9605,11.3,1
1735,MFG-01735,20251021,7,九州工場,ライン-E,日勤,50,47,3,0.9523,10.1,0
1736,MFG-01736,20250913,3,第二工場,ライン-D,夜勤,100,95,5,0.9582,7.1,3
